ID,Command,Log File,Result,All Detected Rules
11,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""| base64 -d | `which bash`'",Linux_Base64_Encoded_Pipe_to_Shell_attack11.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
12,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""| ba""""se64 -d| ba""""sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack12.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
13,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" |ba\se64 -d|bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack13.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
14,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | /bin/ba""""sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack14.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
15,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d |/bin/sh;:'",Linux_Base64_Encoded_Pipe_to_Shell_attack15.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
16,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""| base64 -d|bash #comment'",Linux_Base64_Encoded_Pipe_to_Shell_attack16.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
17,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b""""a""""s""""e64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack17.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
18,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d| /bin/ba\sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack18.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
19,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d| /bin/b""ash""'",Linux_Base64_Encoded_Pipe_to_Shell_attack19.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
20,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba\se64 -d | /bin/sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack20.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
21,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""|b""a""se64 -d|bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack21.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
22,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba""s""e64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack22.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
23,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""|bas""""e64 -d|bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack23.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
24,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba''se64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack24.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
25,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b\a\se64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack25.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
26,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""| base64 -d | b\a\sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack26.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
27,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | ba""s""h'",Linux_Base64_Encoded_Pipe_to_Shell_attack27.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
28,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""| base64 -d | ba''sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack28.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
29,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | b""""ash'",Linux_Base64_Encoded_Pipe_to_Shell_attack29.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
30,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""|base64 -d|/bin/ba\sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack30.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
31,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | /bin/b""a""sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack31.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
32,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""| base64 -d | /bin//ba""""sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack32.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
33,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | /bin/./ba\sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack33.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
34,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba""""s""""e64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack34.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
35,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""|base6""""4 -d|bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack35.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
36,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba\se\64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack36.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
37,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""|base\64 -d|bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack37.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
38,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | b\as\h'",Linux_Base64_Encoded_Pipe_to_Shell_attack38.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
39,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | ba""""s""""h'",Linux_Base64_Encoded_Pipe_to_Shell_attack39.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
40,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""|base64 -d|/bin/b\a\s\h'",Linux_Base64_Encoded_Pipe_to_Shell_attack40.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
41,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | /bin/b""""a""""sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack41.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
42,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack42.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
43,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | ba""sh""'",Linux_Base64_Encoded_Pipe_to_Shell_attack43.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
44,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | b\ash'",Linux_Base64_Encoded_Pipe_to_Shell_attack44.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
45,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | b''ash'",Linux_Base64_Encoded_Pipe_to_Shell_attack45.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
46,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | b""a""""sh""'",Linux_Base64_Encoded_Pipe_to_Shell_attack46.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
47,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | /bin/./bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack47.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
48,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | /bin//bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack48.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
49,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack49.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
50,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack50.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
51,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack51.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
52,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ""base64"" -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack52.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
53,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | bas""e64"" -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack53.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
54,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba""se""64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack54.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
55,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b\ase64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack55.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
56,"/bin/bash -c 'ec""""ho ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack56.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
57,"/bin/bash -c 'ec\ho ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack57.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
58,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==""|base64 -d|bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack58.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
59,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b''a''s''e64 -d | ba''sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack59.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
60,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | ""bash""'",Linux_Base64_Encoded_Pipe_to_Shell_attack60.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
61,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | (base64 -d) | (bash)'",Linux_Base64_Encoded_Pipe_to_Shell_attack61.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
62,"/bin/bash -c ""echo 'ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg==' | base64 -d | bash""",Linux_Base64_Encoded_Pipe_to_Shell_attack62.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
63,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b''as''e64 -d | b''ash'",Linux_Base64_Encoded_Pipe_to_Shell_attack63.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
64,/bin/bash -c 'echo ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg== | base64 -d | bash',Linux_Base64_Encoded_Pipe_to_Shell_attack64.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
65,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b\a\s\e\64 -d | b\a\s\h'",Linux_Base64_Encoded_Pipe_to_Shell_attack65.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
66,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | /usr/bin/""bash""'",Linux_Base64_Encoded_Pipe_to_Shell_attack66.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
67,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | /usr/bin/base64 -d | /bin/ba""sh""'",Linux_Base64_Encoded_Pipe_to_Shell_attack67.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
68,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64 -d | sh'""''""",Linux_Base64_Encoded_Pipe_to_Shell_attack68.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
69,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba\se64 -d | b\ash'",Linux_Base64_Encoded_Pipe_to_Shell_attack69.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
70,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | ba""""se64 -d | ba""""sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack70.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
71,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | \base64 -d | \bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack71.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
72,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b""a""""se64"" -d | b""a""""sh""'",Linux_Base64_Encoded_Pipe_to_Shell_attack72.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
73,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | b''a''se64 -d | b''a''sh'",Linux_Base64_Encoded_Pipe_to_Shell_attack73.log,Trigger: Linux Base64 Encoded Pipe to Shell,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Linux Base64 Encoded Pipe to Shell
74,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | $(which base64) -d | $(which bash)'",Linux_Base64_Encoded_Pipe_to_Shell_attack74.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
75,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | $(echo base64) -d | $(echo bash)'",Linux_Base64_Encoded_Pipe_to_Shell_attack75.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
76,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64${IFS}-d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack76.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
77,"/bin/bash -c 'echo ""ZWNobyAiVHJpZ2dlcmluZyBTaWdtYSBSdWxlIiA7IGlkCg=="" | base64${IFS}${IFS}-d | bash'",Linux_Base64_Encoded_Pipe_to_Shell_attack77.log,Bypass Target Rule,Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux
