ID,Command,Log File,Result,All Detected Rules
11,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | b\""a\""sh""",Linux_Shell_Pipe_to_Shell_attack11.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
12,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | bash --noprofile""",Linux_Shell_Pipe_to_Shell_attack12.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
13,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' |/bin/bash""",Linux_Shell_Pipe_to_Shell_attack13.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
14,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | bash$IFS""",Linux_Shell_Pipe_to_Shell_attack14.log,Log Error (Missing Result),
15,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | \""ba\""sh""",Linux_Shell_Pipe_to_Shell_attack15.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
16,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | \\b\\ash""",Linux_Shell_Pipe_to_Shell_attack16.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
17,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | 'bash'""",Linux_Shell_Pipe_to_Shell_attack17.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
18,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | $(printf b%sa%ss%sh)""",Linux_Shell_Pipe_to_Shell_attack18.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
19,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | b\\a\\s\\h""",Linux_Shell_Pipe_to_Shell_attack19.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
20,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | \$(echo -n bash)""",Linux_Shell_Pipe_to_Shell_attack20.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
21,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | \\$0""",Linux_Shell_Pipe_to_Shell_attack21.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
22,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | \${SHELL##*/}""",Linux_Shell_Pipe_to_Shell_attack22.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
23,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | ba\""sh\""""",Linux_Shell_Pipe_to_Shell_attack23.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
24,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | \$(cat <<< bash)""",Linux_Shell_Pipe_to_Shell_attack24.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
25,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | b'ash'""",Linux_Shell_Pipe_to_Shell_attack25.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
26,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | /bin/ba''sh""",Linux_Shell_Pipe_to_Shell_attack26.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
27,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | $0 #bash""",Linux_Shell_Pipe_to_Shell_attack27.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
28,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | e\""val\"" bash""",Linux_Shell_Pipe_to_Shell_attack28.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
29,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | $(basename $(which bash))""",Linux_Shell_Pipe_to_Shell_attack29.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
30,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' | ${SHELL//\//\/}""",Linux_Shell_Pipe_to_Shell_attack30.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
31,"bash -c ""printf %s dW5hbWUgLWE= | base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack31.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
32,"bash -c ""perl -MMIME::Base64 -e 'print decode_base64 q(dW5hbWUgLWE=)' | bash""",Linux_Shell_Pipe_to_Shell_attack32.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
33,"bash -c ""echo -n 'dW5hbWUgLWE=' | base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack33.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
34,"bash -c ""echo 'dW5hbWUgLWE=' | base64 --decode | bash""",Linux_Shell_Pipe_to_Shell_attack34.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
35,"bash -c ""echo 'dW5hbWUgLWE=' | openssl enc -base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack35.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
36,"bash -c ""echo 'dW5hbWUgLWE=' | python3 -m base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack36.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
37,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | sh""",Linux_Shell_Pipe_to_Shell_attack37.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
38,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | /bin/sh""",Linux_Shell_Pipe_to_Shell_attack38.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
39,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | /usr/bin/sh""",Linux_Shell_Pipe_to_Shell_attack39.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
40,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | $(command -v bash)""",Linux_Shell_Pipe_to_Shell_attack40.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
41,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | nohup bash""",Linux_Shell_Pipe_to_Shell_attack41.log,Bypass Target Rule,System Information Discovery | Nohup Execution | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
42,"bash -c ""echo 'dW5hbWUgLWE=' | base64 --decode | /bin/bash""",Linux_Shell_Pipe_to_Shell_attack42.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
43,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | $(which bash)""",Linux_Shell_Pipe_to_Shell_attack43.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
44,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | command bash""",Linux_Shell_Pipe_to_Shell_attack44.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
45,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | bash -i""",Linux_Shell_Pipe_to_Shell_attack45.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Local Groups Discovery - Linux | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
46,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | bash -l""",Linux_Shell_Pipe_to_Shell_attack46.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
47,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | bash --noprofile""",Linux_Shell_Pipe_to_Shell_attack47.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
48,"bash -c ""echo 'dW5hbWUgLWE=' | base64 -d | bash --norc --noprofile""",Linux_Shell_Pipe_to_Shell_attack48.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
49,"bash -c ""base64 -d <<< dW5hbWUgLWE= | bash""",Linux_Shell_Pipe_to_Shell_attack49.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
50,"bash -c ""perl -MMIME::Base64 -e 'print decode_base64 q(dW5hbWUgLWE=)' | sh""",Linux_Shell_Pipe_to_Shell_attack50.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
51,"bash -c ""echo dW5hbWUgLWE= | base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack51.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
52,"bash -c ""echo dW5hbWUgLWE= | base64 -d | sh""",Linux_Shell_Pipe_to_Shell_attack52.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
53,"bash -c ""printf 'dW5hbWUgLWE=' | base64 -d | /bin/bash""",Linux_Shell_Pipe_to_Shell_attack53.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
54,"bash -c ""printf 'dW5hbWUgLWE=' | base64 -d | exec bash""",Linux_Shell_Pipe_to_Shell_attack54.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
55,"bash -c ""base64 -d <<<""dW5hbWUgLWE="" | exec bash""",Linux_Shell_Pipe_to_Shell_attack55.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
56,"bash -c ""echo 'dW5hbWUgLWE=' | openssl base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack56.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
57,"bash -c ""echo 'dW5hbWUgLWE=' | openssl enc -d -base64 | bash""",Linux_Shell_Pipe_to_Shell_attack57.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
58,"bash -c ""base64 --decode <<< 'dW5hbWUgLWE=' | bash""",Linux_Shell_Pipe_to_Shell_attack58.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
59,"bash -c ""cat <(echo 'dW5hbWUgLWE=') | base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack59.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
60,"bash -c ""cat <(echo dW5hbWUgLWE=) | base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack60.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
61,"bash -c ""$(echo dW5hbWUgLWE= | base64 -d)""",Linux_Shell_Pipe_to_Shell_attack61.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
62,"bash -c ""`echo dW5hbWUgLWE= | base64 -d`""",Linux_Shell_Pipe_to_Shell_attack62.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
63,"bash -c ""$(cat <<< 'dW5hbWUgLWE=' | base64 -d)""",Linux_Shell_Pipe_to_Shell_attack63.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
64,"bash -c ""$(echo 'dW5hbWUgLWE=' | base64 --decode)""",Linux_Shell_Pipe_to_Shell_attack64.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
65,"bash -c ""`perl -MMIME::Base64 -e 'print decode_base64(\""dW5hbWUgLWE=\"")'`""",Linux_Shell_Pipe_to_Shell_attack65.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
66,"bash -c ""echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)' |sh""",Linux_Shell_Pipe_to_Shell_attack66.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
67,"bash -c ""echo 'dW5hbWUgLWE='|perl -MMIME::Base64 -ne 'print decode_base64(\$_)'|sh""",Linux_Shell_Pipe_to_Shell_attack67.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
68,"bash -c ""echo 'dW5hbWUgLWE='| perl -MMIME::Base64 -ne 'print decode_base64(\$_)'| bash""",Linux_Shell_Pipe_to_Shell_attack68.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
69,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <<< 'dW5hbWUgLWE='"" | bash",Linux_Shell_Pipe_to_Shell_attack69.log,Bypass Target Rule,System Information Discovery | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
70,"bash -c ""echo dW5hbWUgLWE=|base64 -d|bash""",Linux_Shell_Pipe_to_Shell_attack70.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
71,"bash -c ""echo dW5hbWUgLWE=|base64 -d|sh""",Linux_Shell_Pipe_to_Shell_attack71.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
72,"bash -c ""base64 -d <<< dW5hbWUgLWE= | bash""",Linux_Shell_Pipe_to_Shell_attack72.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
73,"bash -c ""base64 -d<<<dW5hbWUgLWE=|bash""",Linux_Shell_Pipe_to_Shell_attack73.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
74,"bash -c ""echo dW5hbWUgLWE= | base64 -d | sh""",Linux_Shell_Pipe_to_Shell_attack74.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
75,"bash -c ""echo dW5hbWUgLWE=| base64 -d |bash""",Linux_Shell_Pipe_to_Shell_attack75.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
76,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)'""<<<'dW5hbWUgLWE='|bash",Linux_Shell_Pipe_to_Shell_attack76.log,Bypass Target Rule,Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
77,"bash -c ""echo dW5hbWUgLWE=|base64 -d|bash""",Linux_Shell_Pipe_to_Shell_attack77.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
78,"bash -c ""echo dW5hbWUgLWE= | base64 -d|sh""",Linux_Shell_Pipe_to_Shell_attack78.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
79,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)'<<<'dW5hbWUgLWE='""|sh",Linux_Shell_Pipe_to_Shell_attack79.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
80,"bash -c ""echo dW5hbWUgLWE=|base64 -d|sh""",Linux_Shell_Pipe_to_Shell_attack80.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
81,"bash -c ""base64 -d<<<dW5hbWUgLWE=""|bash",Linux_Shell_Pipe_to_Shell_attack81.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Pipe to Shell
82,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)'<<<'dW5hbWUgLWE='""|sh",Linux_Shell_Pipe_to_Shell_attack82.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
83,"bash -c ""echo dW5hbWUgLWE= |perl -MMIME::Base64 -ne 'print decode_base64(\$_)' |sh""",Linux_Shell_Pipe_to_Shell_attack83.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
84,"bash -c ""echo dW5hbWUgLWE=|perl -MMIME::Base64 -ne 'print decode_base64(\$_)'|sh""",Linux_Shell_Pipe_to_Shell_attack84.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
85,"bash -c ""perl -MMIME::Base64 -ne'print decode_base64(\$_)'""<<<'dW5hbWUgLWE='|bash",Linux_Shell_Pipe_to_Shell_attack85.log,Bypass Target Rule,Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
86,"bash -c ""echo dW5hbWUgLWE=| base64 -d|sh""",Linux_Shell_Pipe_to_Shell_attack86.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
87,"bash -c ""echo dW5hbWUgLWE=| base64 -d |sh""",Linux_Shell_Pipe_to_Shell_attack87.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
88,"bash -c ""echo dW5hbWUgLWE= |base64 -d|sh""",Linux_Shell_Pipe_to_Shell_attack88.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
89,"bash -c ""echo dW5hbWUgLWE=| base64 -d | bash""",Linux_Shell_Pipe_to_Shell_attack89.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
90,"bash -c ""perl -MMIME::Base64 -ne'print decode_base64(\$_)'""<<<'dW5hbWUgLWE='|sh",Linux_Shell_Pipe_to_Shell_attack90.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
91,"bash -c ""echo dW5hbWUgLWE= | base64 -d |sh""",Linux_Shell_Pipe_to_Shell_attack91.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
92,"bash -c ""base64 -d<<<'dW5hbWUgLWE='""|bash",Linux_Shell_Pipe_to_Shell_attack92.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Pipe to Shell
93,"bash -c ""base64 -d<<<dW5hbWUgLWE=""|sh",Linux_Shell_Pipe_to_Shell_attack93.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
94,"bash -c ""echo dW5hbWUgLWE=|base64 -d | sh""",Linux_Shell_Pipe_to_Shell_attack94.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Syslog Clearing or Removal Via System Utilities | Decode Base64 Encoded Text | Linux Base64 Encoded Pipe to Shell
95,"bash -c ""echo dW5hbWUgLWE=|base64 -d| /bin/sh""",Linux_Shell_Pipe_to_Shell_attack95.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
96,"bash -c ""echo dW5hbWUgLWE=| base64 -d| /bin/bash""",Linux_Shell_Pipe_to_Shell_attack96.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
97,"bash -c ""echo dW5hbWUgLWE=|base64 -d|/bin/bash""",Linux_Shell_Pipe_to_Shell_attack97.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
98,"bash -c ""base64 -d<<<dW5hbWUgLWE=|/bin/sh""",Linux_Shell_Pipe_to_Shell_attack98.log,Bypass Target Rule,System Information Discovery | Decode Base64 Encoded Text | Syslog Clearing or Removal Via System Utilities
99,"bash -c ""bash < <(echo 'dW5hbWUgLWE=' | perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack99.log,Bypass Target Rule,System Information Discovery | Syslog Clearing or Removal Via System Utilities
100,"bash -c ""perl -MMIME::Base64 -ne 'print decode_base64(\$_)' <<< \""dW5hbWUgLWE=\"" | bash""",Linux_Shell_Pipe_to_Shell_attack100.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
101,"bash -c ""echo dW5hbWUgLWE= | bash < <(perl -MMIME::Base64 -ne 'print decode_base64(\$_)')""",Linux_Shell_Pipe_to_Shell_attack101.log,Trigger: Linux Shell Pipe to Shell,System Information Discovery | Linux Shell Pipe to Shell | Linux Base64 Encoded Pipe to Shell | Syslog Clearing or Removal Via System Utilities
